Name:,Shuang Lin
Email:,spl5745@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
115,Mo0.5VNbTiCr2,BCC,None,none,hardness,EXP,None,298,6374550000.0,None,Pa,F10,10.1016/j.jallcom.2019.153352
116,W23.75 Mo23.75 Nb23.75 Ti23.75 Cr5,BCC,None,none,hardness,EXP,None,298,7350000000.0,None,Pa,F7,10.1007/s11665-020-04744-7
117,W22.5 Mo22.5 Nb22.5 Ti22.5 Cr10,BCC,None,none,hardness,EXP,None,298,8020000000.0,None,Pa,F7,10.1007/s11665-020-04744-7
118,W21.25 Mo21.25 Nb21.25 Ti21.25 Cr15,BCC,None,none,hardness,EXP,None,298,9070000000.0,None,Pa,F7,10.1007/s11665-020-04744-7
119,W20Mo20Nb20Ti20Cr20,BCC,None,none,hardness,EXP,None,298,9730000000.0,None,Pa,F7,10.1007/s11665-020-04744-7
120,HfNbTaTiZr,BCC,cold isostatically pressed(CIP) + sintering,none,hardness,EXP,None,298,3236310000.0,None,Pa,T2,10.3390/ma12234022
121,HfNbTaTiZr,BCC,CIP + sintering + HIP,none,hardness,EXP,None,298,3187275000.0,None,Pa,T2,10.3390/ma12234022
122,HfNbTaTiZr,BCC,CIP + HIP,none,hardness,EXP,None,298,1480857000.0,None,Pa,T2,10.3390/ma12234022
123,HfNbTaTiZr,BCC,CIP + HIP + sintering,none,hardness,EXP,None,298,2206575000.0,None,Pa,T2,10.3390/ma12234022
124,HfNbTaTiZr,BCC,CIP + sintering + hot swaging,none,hardness,EXP,None,298,3971835000.0,None,Pa,T2,10.3390/ma12234022
125,HfNbTaTiZr,BCC,mechanical alloying + SPS,none,hardness,EXP,None,298,5727288000.0,None,Pa,T2,10.3390/ma12234022
126,HfNbTaTiZr,BCC,atomized powder + SPS,none,hardness,EXP,None,298,3432450000.0,None,Pa,T2,10.3390/ma12234022
127,HfNbTaTiZr,BCC,mechanical alloying + SPS + HPT,none,hardness,EXP,None,298,6668760000.0,None,Pa,T2,10.3390/ma12234022
128,HfNbTaTiZr,BCC,atomized powder + SPS + HPT,none,hardness,EXP,None,298,4020870000.0,None,Pa,T2,10.3390/ma12234022
129,Ti20.67 Zr19.51 Nb19.28 Hf19.67 Ta20.78,BCC,recrystallized,none,hardness,EXP,None,298,4200000000.0,None,Pa,F4,10.1007/s11837-019-03861-6
130,Ti20.67 Zr 19.51 Nb19.28 Hf19.67 Ta20.78,BCC,recrystallized+irradiated,none,hardness,EXP,None,298,4800000000.0,None,Pa,F4,10.1007/s11837-019-03861-6
131,Ti20.67 Zr 19.51 Nb19.28 Hf19.67 Ta20.78,BCC,high-pressure torsion,none,hardness,EXP,None,298,6000000000.0,None,Pa,F4,10.1007/s11837-019-03861-6
132,Ti20.67 Zr 19.51 Nb19.28 Hf19.67 Ta20.78,BCC,high-pressure torsion+irradiated,none,hardness,EXP,None,298,6300000000.0,None,Pa,F4,10.1007/s11837-019-03861-6
